"timestep","temp","hum","prec","epsilon","mu_A","theta","gamma_V","phi_HV","phi_VH","mu_V_temp","mu_V_hum","c_temp","c_rain","mu_A_rain","a_rain","gam_V_temp","a_hum"
262.8125,22.1652,0.7948,0.0102,0.1036,0.0439,4.1084,0.0635,0.7335,0.6458,0.016,0.6619,0.8032,-0.0033,0.0168,-0.0033,0.9806,0.0664
262.875,22.1562,0.7958,0.0104,0.1035,0.0438,4.1018,0.0634,0.7329,0.6452,0.016,0.6609,0.8031,-0.0031,0.0166,-0.0031,0.9805,0.0673
262.9375,22.1473,0.7966,0.0105,0.1034,0.0438,4.0951,0.0634,0.7323,0.6445,0.0161,0.6601,0.8031,-0.003,0.0165,-0.003,0.9804,0.0682
263,22.1384,0.7975,0.0107,0.1033,0.0437,4.0885,0.0633,0.7316,0.6439,0.0161,0.6593,0.803,-0.0028,0.0163,-0.0028,0.9804,0.069
263.0625,22.1295,0.7982,0.0108,0.1032,0.0436,4.0818,0.0633,0.731,0.6432,0.0161,0.6585,0.803,-0.0027,0.0162,-0.0027,0.9803,0.0698
263.125,22.1205,0.7989,0.011,0.1031,0.0436,4.0752,0.0632,0.7303,0.6426,0.0161,0.6578,0.8029,-0.0025,0.016,-0.0025,0.9802,0.0705
263.1875,22.1116,0.7996,0.0111,0.103,0.0435,4.0686,0.0632,0.7297,0.6419,0.0161,0.6572,0.8029,-0.0024,0.0159,-0.0024,0.9802,0.0711
263.25,22.1027,0.8002,0.0111,0.1029,0.0435,4.0619,0.0631,0.729,0.6413,0.0161,0.6566,0.8029,-0.0024,0.0159,-0.0024,0.9801,0.0717
263.3125,22.0938,0.8007,0.0112,0.1028,0.0434,4.0553,0.063,0.7284,0.6406,0.0161,0.656,0.8028,-0.0023,0.0158,-0.0023,0.98,0.0723
263.375,22.0848,0.8012,0.0112,0.1027,0.0434,4.0487,0.063,0.7278,0.64,0.0162,0.6555,0.8028,-0.0023,0.0158,-0.0023,0.9799,0.0727
263.4375,22.0759,0.8017,0.0112,0.1026,0.0433,4.042,0.0629,0.7271,0.6393,0.0162,0.6551,0.8027,-0.0023,0.0157,-0.0023,0.9799,0.0732
263.5,22.067,0.802,0.0112,0.1025,0.0432,4.0354,0.0629,0.7265,0.6387,0.0162,0.6547,0.8026,-0.0023,0.0157,-0.0023,0.9798,0.0736
263.5625,22.0597,0.8024,0.0112,0.1024,0.0432,4.03,0.0629,0.7259,0.6382,0.0162,0.6544,0.8026,-0.0023,0.0158,-0.0023,0.9797,0.0739
263.625,22.0541,0.8028,0.0112,0.1024,0.0432,4.0259,0.0628,0.7255,0.6377,0.0162,0.654,0.8026,-0.0023,0.0158,-0.0023,0.9797,0.0743
263.6875,22.0502,0.8031,0.0112,0.1023,0.0431,4.023,0.0628,0.7253,0.6375,0.0162,0.6537,0.8026,-0.0023,0.0158,-0.0023,0.9797,0.0746
263.75,22.048,0.8035,0.0112,0.1023,0.0431,4.0213,0.0628,0.7251,0.6373,0.0162,0.6533,0.8025,-0.0023,0.0158,-0.0023,0.9796,0.075
263.8125,22.0474,0.8038,0.0112,0.1023,0.0431,4.0209,0.0628,0.7251,0.6373,0.0162,0.653,0.8025,-0.0023,0.0158,-0.0023,0.9796,0.0753
263.875,22.0485,0.8041,0.0111,0.1023,0.0431,4.0218,0.0628,0.7251,0.6373,0.0162,0.6527,0.8025,-0.0024,0.0159,-0.0024,0.9797,0.0756
263.9375,22.0513,0.8044,0.0111,0.1024,0.0431,4.0238,0.0628,0.7253,0.6375,0.0162,0.6524,0.8026,-0.0024,0.0159,-0.0024,0.9797,0.0759
264,22.0558,0.8047,0.0111,0.1024,0.0432,4.0271,0.0628,0.7257,0.6379,0.0162,0.6521,0.8026,-0.0024,0.0159,-0.0024,0.9797,0.0762
264.0625,22.0619,0.805,0.011,0.1025,0.0432,4.0317,0.0629,0.7261,0.6383,0.0162,0.6518,0.8026,-0.0025,0.016,-0.0025,0.9798,0.0764
264.125,22.0698,0.8052,0.011,0.1026,0.0433,4.0375,0.0629,0.7267,0.6389,0.0162,0.6516,0.8027,-0.0025,0.016,-0.0025,0.9798,0.0767
264.1875,22.0792,0.8055,0.0109,0.1027,0.0433,4.0445,0.063,0.7274,0.6396,0.0162,0.6513,0.8027,-0.0026,0.0161,-0.0026,0.9799,0.077
264.25,22.0904,0.8057,0.0109,0.1028,0.0434,4.0528,0.063,0.7282,0.6404,0.0161,0.6511,0.8028,-0.0026,0.0161,-0.0026,0.98,0.0772
264.3125,22.1032,0.8059,0.0108,0.1029,0.0435,4.0623,0.0631,0.7291,0.6413,0.0161,0.6509,0.8029,-0.0027,0.0162,-0.0027,0.9801,0.0774
264.375,22.1177,0.8062,0.0107,0.1031,0.0436,4.0731,0.0632,0.7301,0.6424,0.0161,0.6506,0.8029,-0.0028,0.0163,-0.0028,0.9802,0.0776
264.4375,22.1339,0.8064,0.0107,0.1033,0.0437,4.0852,0.0633,0.7313,0.6436,0.0161,0.6504,0.803,-0.0028,0.0163,-0.0028,0.9803,0.0778
264.5,22.1518,0.8065,0.0106,0.1035,0.0438,4.0985,0.0634,0.7326,0.6449,0.0161,0.6502,0.8031,-0.0029,0.0164,-0.0029,0.9805,0.078
264.5625,22.1691,0.8068,0.0105,0.1037,0.0439,4.1113,0.0635,0.7338,0.6461,0.016,0.65,0.8032,-0.003,0.0165,-0.003,0.9806,0.0783
264.625,22.1858,0.8071,0.0105,0.1038,0.044,4.1238,0.0636,0.735,0.6473,0.016,0.6497,0.8033,-0.003,0.0165,-0.003,0.9807,0.0786
264.6875,22.202,0.8075,0.0106,0.104,0.0441,4.1359,0.0637,0.7362,0.6485,0.016,0.6493,0.8034,-0.0029,0.0164,-0.0029,0.9808,0.079
264.75,22.2176,0.8079,0.0106,0.1042,0.0442,4.1476,0.0638,0.7373,0.6497,0.016,0.6489,0.8034,-0.0028,0.0163,-0.0028,0.981,0.0794
264.8125,22.2327,0.8084,0.0108,0.1044,0.0443,4.1588,0.0638,0.7384,0.6508,0.0159,0.6484,0.8035,-0.0027,0.0162,-0.0027,0.9811,0.0799
264.875,22.2472,0.809,0.0109,0.1045,0.0444,4.1697,0.0639,0.7394,0.6518,0.0159,0.6479,0.8036,-0.0026,0.0161,-0.0026,0.9812,0.0804
264.9375,22.2612,0.8096,0.0111,0.1047,0.0445,4.1801,0.064,0.7404,0.6528,0.0159,0.6473,0.8036,-0.0024,0.0159,-0.0024,0.9813,0.081
265,22.2746,0.8102,0.0113,0.1048,0.0446,4.1901,0.0641,0.7414,0.6538,0.0159,0.6466,0.8037,-0.0022,0.0157,-0.0022,0.9814,0.0817
265.0625,22.2874,0.811,0.0116,0.105,0.0447,4.1997,0.0642,0.7423,0.6548,0.0158,0.6459,0.8038,-0.0019,0.0154,-0.0019,0.9815,0.0824
265.125,22.2997,0.8118,0.0119,0.1051,0.0447,4.2089,0.0642,0.7431,0.6556,0.0158,0.6451,0.8038,-0.0016,0.0151,-0.0016,0.9815,0.0832
265.1875,22.3114,0.8126,0.0122,0.1052,0.0448,4.2177,0.0643,0.744,0.6565,0.0158,0.6442,0.8039,-0.0013,0.0148,-0.0013,0.9816,0.084
265.25,22.3225,0.8135,0.0126,0.1053,0.0449,4.2261,0.0644,0.7448,0.6573,0.0158,0.6433,0.8039,-9e-04,0.0144,-9e-04,0.9817,0.0849
265.3125,22.3331,0.8145,0.013,0.1055,0.0449,4.234,0.0644,0.7455,0.6581,0.0158,0.6424,0.804,-5e-04,0.014,-5e-04,0.9818,0.0859
265.375,22.3432,0.8155,0.0134,0.1056,0.045,4.2415,0.0645,0.7462,0.6588,0.0157,0.6414,0.804,-1e-04,0.0136,-1e-04,0.9818,0.0869
265.4375,22.3527,0.8166,0.0139,0.1057,0.0451,4.2487,0.0645,0.7469,0.6595,0.0157,0.6403,0.804,4e-04,0.0131,4e-04,0.9819,0.088
265.5,22.3616,0.8178,0.0144,0.1058,0.0451,4.2554,0.0646,0.7475,0.6602,0.0157,0.6391,0.8041,9e-04,0.0126,9e-04,0.982,0.0891
265.5625,22.3683,0.8189,0.0151,0.1058,0.0452,4.2604,0.0646,0.748,0.6606,0.0157,0.638,0.8041,0.0016,0.0119,0.0016,0.982,0.0903
265.625,22.3728,0.8201,0.0158,0.1059,0.0452,4.2638,0.0647,0.7483,0.661,0.0157,0.6369,0.8041,0.0024,0.0111,0.0024,0.982,0.0914
265.6875,22.375,0.8212,0.0168,0.1059,0.0452,4.2654,0.0647,0.7485,0.6611,0.0157,0.6358,0.8041,0.0033,0.0102,0.0033,0.9821,0.0925
265.75,22.375,0.8223,0.0178,0.1059,0.0452,4.2654,0.0647,0.7485,0.6611,0.0157,0.6346,0.8041,0.0043,0.0092,0.0043,0.9821,0.0936
265.8125,22.3728,0.8235,0.0189,0.1059,0.0452,4.2638,0.0647,0.7483,0.661,0.0157,0.6335,0.8041,0.0054,0.0081,0.0054,0.982,0.0947
265.875,22.3683,0.8246,0.0202,0.1058,0.0452,4.2604,0.0646,0.748,0.6606,0.0157,0.6324,0.8041,0.0067,0.0068,0.0067,0.982,0.0958
265.9375,22.3616,0.8257,0.0216,0.1058,0.0451,4.2554,0.0646,0.7475,0.6602,0.0157,0.6313,0.8041,0.0081,0.0054,0.0081,0.982,0.0969
266,22.3527,0.8268,0.0232,0.1057,0.0451,4.2487,0.0645,0.7469,0.6595,0.0157,0.6303,0.804,0.0097,0.0038,0.0097,0.9819,0.098
266.0625,22.3415,0.8279,0.0248,0.1055,0.045,4.2403,0.0645,0.7461,0.6587,0.0157,0.6292,0.804,0.0113,0.0022,0.0113,0.9818,0.0991
266.125,22.3281,0.829,0.0266,0.1054,0.0449,4.2302,0.0644,0.7452,0.6577,0.0158,0.6281,0.8039,0.0131,4e-04,0.0131,0.9817,0.1002
266.1875,22.3125,0.8301,0.0285,0.1052,0.0448,4.2185,0.0643,0.744,0.6566,0.0158,0.627,0.8039,0.015,-0.0015,0.015,0.9816,0.1013
266.25,22.2946,0.8311,0.0306,0.105,0.0447,4.2051,0.0642,0.7428,0.6553,0.0158,0.626,0.8038,0.0171,-0.0036,0.0171,0.9815,0.1023
266.3125,22.2746,0.8322,0.0327,0.1048,0.0446,4.1901,0.0641,0.7414,0.6538,0.0159,0.6249,0.8037,0.0192,-0.0057,0.0192,0.9814,0.1034
266.375,22.2522,0.8333,0.035,0.1046,0.0444,4.1734,0.064,0.7398,0.6522,0.0159,0.6239,0.8036,0.0215,-0.008,0.0215,0.9812,0.1044
266.4375,22.2277,0.8343,0.0375,0.1043,0.0443,4.1551,0.0638,0.738,0.6504,0.0159,0.6228,0.8035,0.024,-0.0105,0.024,0.981,0.1055
266.5,22.2009,0.8354,0.04,0.104,0.0441,4.1351,0.0637,0.7361,0.6484,0.016,0.6218,0.8034,0.0265,-0.013,0.0265,0.9808,0.1065
266.5625,22.1735,0.8363,0.0424,0.1037,0.0439,4.1147,0.0635,0.7341,0.6465,0.016,0.6209,0.8032,0.0289,-0.0154,0.0289,0.9806,0.1074
266.625,22.1456,0.8371,0.0446,0.1034,0.0438,4.0939,0.0633,0.7321,0.6444,0.0161,0.6201,0.8031,0.0311,-0.0176,0.0311,0.9804,0.1082
266.6875,22.1172,0.8378,0.0467,0.1031,0.0436,4.0727,0.0632,0.7301,0.6423,0.0161,0.6194,0.8029,0.0332,-0.0197,0.0332,0.9802,0.1089
266.75,22.0882,0.8384,0.0486,0.1028,0.0434,4.0512,0.063,0.728,0.6402,0.0162,0.6189,0.8028,0.0351,-0.0216,0.0351,0.98,0.1094
266.8125,22.0586,0.8388,0.0504,0.1024,0.0432,4.0292,0.0628,0.7259,0.6381,0.0162,0.6184,0.8026,0.0369,-0.0234,0.0369,0.9797,0.1098
266.875,22.0285,0.8391,0.052,0.1021,0.043,4.0069,0.0627,0.7237,0.6359,0.0162,0.6181,0.8024,0.0385,-0.025,0.0385,0.9795,0.1101
266.9375,21.9978,0.8393,0.0535,0.1017,0.0428,3.9842,0.0625,0.7215,0.6336,0.0163,0.618,0.8022,0.0399,-0.0264,0.0399,0.9792,0.1103
267,21.9665,0.8393,0.0547,0.1014,0.0426,3.9611,0.0623,0.7192,0.6314,0.0163,0.6179,0.802,0.0412,-0.0277,0.0412,0.979,0.1104
267.0625,21.9347,0.8392,0.0559,0.101,0.0424,3.9376,0.0622,0.7169,0.629,0.0164,0.618,0.8018,0.0423,-0.0288,0.0423,0.9787,0.1103
267.125,21.9023,0.839,0.0568,0.1007,0.0422,3.9138,0.062,0.7145,0.6267,0.0164,0.6182,0.8016,0.0433,-0.0298,0.0433,0.9784,0.1101
267.1875,21.8694,0.8387,0.0577,0.1003,0.0419,3.8896,0.0618,0.7121,0.6243,0.0165,0.6185,0.8014,0.0441,-0.0306,0.0441,0.9781,0.1098
267.25,21.8359,0.8382,0.0583,0.0999,0.0417,3.865,0.0616,0.7096,0.6218,0.0165,0.619,0.8011,0.0448,-0.0313,0.0448,0.9778,0.1093
267.3125,21.8019,0.8377,0.0588,0.0995,0.0415,3.84,0.0614,0.7071,0.6194,0.0166,0.6195,0.8009,0.0453,-0.0318,0.0453,0.9775,0.1087
267.375,21.7673,0.837,0.0592,0.0991,0.0412,3.8147,0.0612,0.7046,0.6168,0.0166,0.6202,0.8006,0.0456,-0.0321,0.0456,0.9772,0.108
267.4375,21.7321,0.8361,0.0593,0.0987,0.041,3.7891,0.061,0.702,0.6143,0.0167,0.6211,0.8004,0.0458,-0.0323,0.0458,0.9768,0.1072
267.5,21.6964,0.8352,0.0594,0.0983,0.0408,3.763,0.0608,0.6994,0.6117,0.0167,0.622,0.8001,0.0458,-0.0323,0.0458,0.9765,0.1063
267.5625,21.6607,0.8342,0.0594,0.0979,0.0405,3.7371,0.0606,0.6967,0.6091,0.0168,0.623,0.7998,0.0458,-0.0323,0.0458,0.9761,0.1053
267.625,21.625,0.8331,0.0594,0.0974,0.0403,3.7111,0.0604,0.6941,0.6065,0.0168,0.624,0.7995,0.0458,-0.0323,0.0458,0.9757,0.1043
267.6875,21.5893,0.832,0.0594,0.097,0.04,3.6853,0.0602,0.6914,0.6039,0.0168,0.6251,0.7992,0.0458,-0.0323,0.0458,0.9754,0.1032
267.75,21.5536,0.8309,0.0594,0.0966,0.0398,3.6595,0.0601,0.6887,0.6013,0.0169,0.6262,0.7988,0.0458,-0.0323,0.0458,0.975,0.1021
267.8125,21.5179,0.8297,0.0594,0.0962,0.0395,3.6337,0.0599,0.6861,0.5987,0.0169,0.6273,0.7985,0.0458,-0.0323,0.0458,0.9746,0.1009
267.875,21.4821,0.8285,0.0593,0.0957,0.0393,3.608,0.0597,0.6834,0.596,0.017,0.6285,0.7982,0.0458,-0.0323,0.0458,0.9742,0.0997
267.9375,21.4464,0.8273,0.0593,0.0953,0.039,3.5823,0.0595,0.6807,0.5934,0.017,0.6298,0.7978,0.0458,-0.0323,0.0458,0.9738,0.0985
268,21.4107,0.826,0.0593,0.0949,0.0388,3.5568,0.0593,0.678,0.5908,0.0171,0.6311,0.7975,0.0457,-0.0322,0.0457,0.9733,0.0972
268.0625,21.375,0.8246,0.0592,0.0944,0.0385,3.5312,0.0591,0.6753,0.5882,0.0171,0.6324,0.7971,0.0457,-0.0322,0.0457,0.9729,0.0959
268.125,21.3393,0.8232,0.0592,0.094,0.0383,3.5058,0.0589,0.6726,0.5856,0.0171,0.6337,0.7968,0.0456,-0.0321,0.0456,0.9724,0.0945
268.1875,21.3036,0.8218,0.0591,0.0936,0.038,3.4803,0.0587,0.6699,0.583,0.0172,0.6351,0.7964,0.0456,-0.0321,0.0456,0.972,0.0931
268.25,21.2679,0.8204,0.059,0.0931,0.0378,3.455,0.0585,0.6672,0.5804,0.0172,0.6366,0.796,0.0455,-0.032,0.0455,0.9715,0.0917
268.3125,21.2321,0.8189,0.059,0.0927,0.0375,3.4297,0.0583,0.6645,0.5778,0.0173,0.6381,0.7956,0.0454,-0.0319,0.0454,0.971,0.0902
268.375,21.1964,0.8173,0.0589,0.0922,0.0373,3.4045,0.0581,0.6618,0.5752,0.0173,0.6396,0.7952,0.0453,-0.0318,0.0453,0.9705,0.0887
268.4375,21.1607,0.8157,0.0588,0.0918,0.037,3.3793,0.058,0.6591,0.5726,0.0173,0.6412,0.7948,0.0452,-0.0317,0.0452,0.97,0.0871
268.5,21.125,0.8141,0.0587,0.0914,0.0368,3.3542,0.0578,0.6563,0.57,0.0174,0.6428,0.7944,0.0451,-0.0316,0.0451,0.9695,0.0855
268.5625,21.0904,0.8125,0.0586,0.0909,0.0365,3.33,0.0576,0.6537,0.5675,0.0174,0.6444,0.7939,0.045,-0.0315,0.045,0.969,0.0839
268.625,21.0569,0.8109,0.0584,0.0905,0.0363,3.3065,0.0574,0.6511,0.565,0.0174,0.646,0.7935,0.0449,-0.0314,0.0449,0.9685,0.0823
268.6875,21.0246,0.8093,0.0583,0.0901,0.036,3.284,0.0572,0.6487,0.5627,0.0175,0.6475,0.7931,0.0448,-0.0313,0.0448,0.968,0.0808
268.75,20.9933,0.8077,0.0582,0.0897,0.0358,3.2622,0.0571,0.6463,0.5604,0.0175,0.6491,0.7927,0.0446,-0.0311,0.0446,0.9675,0.0792
268.8125,20.9632,0.8062,0.058,0.0893,0.0356,3.2413,0.0569,0.6439,0.5582,0.0175,0.6506,0.7923,0.0445,-0.031,0.0445,0.967,0.0777
268.875,20.9342,0.8047,0.0578,0.089,0.0354,3.2212,0.0568,0.6417,0.5561,0.0176,0.6521,0.7919,0.0443,-0.0308,0.0443,0.9665,0.0762
268.9375,20.9063,0.8032,0.0577,0.0886,0.0352,3.2019,0.0566,0.6396,0.5541,0.0176,0.6536,0.7916,0.0441,-0.0306,0.0441,0.966,0.0747
269,20.8795,0.8017,0.0575,0.0883,0.035,3.1834,0.0565,0.6375,0.5521,0.0176,0.6551,0.7912,0.0439,-0.0304,0.0439,0.9656,0.0732
269.0625,20.8538,0.8002,0.0573,0.088,0.0348,3.1658,0.0564,0.6355,0.5502,0.0176,0.6565,0.7909,0.0437,-0.0302,0.0437,0.9651,0.0717
269.125,20.8292,0.7988,0.0571,0.0877,0.0346,3.1489,0.0562,0.6336,0.5485,0.0176,0.658,0.7905,0.0435,-0.03,0.0435,0.9647,0.0703
269.1875,20.8058,0.7973,0.0569,0.0874,0.0345,3.1328,0.0561,0.6318,0.5467,0.0177,0.6594,0.7902,0.0433,-0.0298,0.0433,0.9642,0.0689
269.25,20.7835,0.7959,0.0567,0.0871,0.0343,3.1175,0.056,0.6301,0.5451,0.0177,0.6608,0.7899,0.0431,-0.0296,0.0431,0.9638,0.0675
269.3125,20.7623,0.7945,0.0564,0.0868,0.0342,3.1031,0.0559,0.6284,0.5436,0.0177,0.6622,0.7896,0.0429,-0.0294,0.0429,0.9634,0.0661
269.375,20.7422,0.7931,0.0562,0.0866,0.034,3.0894,0.0558,0.6269,0.5421,0.0177,0.6636,0.7893,0.0426,-0.0291,0.0426,0.963,0.0647
269.4375,20.7232,0.7918,0.0559,0.0863,0.0339,3.0764,0.0557,0.6254,0.5407,0.0177,0.6649,0.789,0.0424,-0.0289,0.0424,0.9627,0.0634
269.5,20.7054,0.7904,0.0557,0.0861,0.0337,3.0643,0.0556,0.624,0.5394,0.0178,0.6663,0.7887,0.0421,-0.0286,0.0421,0.9623,0.062
269.5625,20.6875,0.7891,0.0554,0.0859,0.0336,3.0522,0.0555,0.6226,0.5381,0.0178,0.6676,0.7885,0.0419,-0.0284,0.0419,0.9619,0.0607
269.625,20.6696,0.7878,0.0552,0.0856,0.0335,3.0401,0.0554,0.6212,0.5368,0.0178,0.6689,0.7882,0.0417,-0.0282,0.0417,0.9616,0.0594
269.6875,20.6518,0.7865,0.055,0.0854,0.0334,3.028,0.0553,0.6198,0.5355,0.0178,0.6702,0.7879,0.0415,-0.028,0.0415,0.9612,0.0581
269.75,20.6339,0.7852,0.0549,0.0852,0.0332,3.0159,0.0553,0.6184,0.5342,0.0178,0.6714,0.7877,0.0413,-0.0278,0.0413,0.9608,0.0569
269.8125,20.6161,0.784,0.0547,0.0849,0.0331,3.0039,0.0552,0.6171,0.5329,0.0178,0.6727,0.7874,0.0412,-0.0277,0.0412,0.9604,0.0556
269.875,20.5982,0.7827,0.0546,0.0847,0.033,2.9918,0.0551,0.6157,0.5316,0.0178,0.6739,0.7871,0.0411,-0.0276,0.0411,0.96,0.0544
269.9375,20.5804,0.7815,0.0545,0.0845,0.0328,2.9798,0.055,0.6143,0.5303,0.0179,0.6751,0.7868,0.041,-0.0275,0.041,0.9596,0.0532
270,20.5625,0.7803,0.0544,0.0843,0.0327,2.9678,0.0549,0.6129,0.529,0.0179,0.6763,0.7865,0.0409,-0.0274,0.0409,0.9592,0.052
270.0625,20.5446,0.7791,0.0544,0.084,0.0326,2.9559,0.0548,0.6115,0.5277,0.0179,0.6775,0.7863,0.0408,-0.0273,0.0408,0.9588,0.0508
270.125,20.5268,0.778,0.0543,0.0838,0.0324,2.9439,0.0547,0.6101,0.5264,0.0179,0.6787,0.786,0.0408,-0.0273,0.0408,0.9584,0.0496
270.1875,20.5089,0.7768,0.0543,0.0836,0.0323,2.932,0.0546,0.6087,0.5251,0.0179,0.6798,0.7857,0.0408,-0.0273,0.0408,0.958,0.0485
270.25,20.4911,0.7757,0.0543,0.0833,0.0322,2.92,0.0545,0.6073,0.5238,0.0179,0.6809,0.7854,0.0408,-0.0273,0.0408,0.9576,0.0474
270.3125,20.4732,0.7746,0.0544,0.0831,0.0321,2.9081,0.0545,0.6059,0.5225,0.0179,0.682,0.7851,0.0408,-0.0273,0.0408,0.9572,0.0463
270.375,20.4554,0.7735,0.0544,0.0829,0.0319,2.8963,0.0544,0.6045,0.5212,0.0179,0.6831,0.7848,0.0409,-0.0274,0.0409,0.9567,0.0452
270.4375,20.4375,0.7724,0.0545,0.0827,0.0318,2.8844,0.0543,0.6031,0.5199,0.018,0.6842,0.7845,0.041,-0.0275,0.041,0.9563,0.0441
270.5,20.4196,0.7714,0.0546,0.0824,0.0317,2.8726,0.0542,0.6017,0.5186,0.018,0.6852,0.7842,0.0411,-0.0276,0.0411,0.9558,0.043
270.5625,20.4012,0.7703,0.0547,0.0822,0.0315,2.8604,0.0541,0.6002,0.5172,0.018,0.6863,0.7839,0.0412,-0.0277,0.0412,0.9554,0.0419
270.625,20.3823,0.7691,0.0548,0.0819,0.0314,2.8478,0.054,0.5988,0.5159,0.018,0.6875,0.7836,0.0413,-0.0278,0.0413,0.9549,0.0408
270.6875,20.3627,0.7679,0.0549,0.0817,0.0313,2.8349,0.0539,0.5972,0.5144,0.018,0.6887,0.7832,0.0413,-0.0278,0.0413,0.9543,0.0396
270.75,20.3426,0.7666,0.055,0.0814,0.0311,2.8217,0.0538,0.5956,0.513,0.018,0.69,0.7829,0.0414,-0.0279,0.0414,0.9538,0.0383
270.8125,20.322,0.7653,0.055,0.0812,0.031,2.8081,0.0537,0.594,0.5115,0.018,0.6913,0.7825,0.0415,-0.028,0.0415,0.9532,0.037
270.875,20.3008,0.7639,0.0551,0.0809,0.0308,2.7942,0.0536,0.5923,0.5099,0.0181,0.6927,0.7821,0.0416,-0.0281,0.0416,0.9527,0.0356
270.9375,20.279,0.7625,0.0552,0.0806,0.0306,2.78,0.0535,0.5906,0.5083,0.0181,0.6941,0.7818,0.0416,-0.0281,0.0416,0.952,0.0342
271,20.2567,0.761,0.0552,0.0803,0.0305,2.7654,0.0534,0.5889,0.5067,0.0181,0.6956,0.7814,0.0417,-0.0282,0.0417,0.9514,0.0327
271.0625,20.2338,0.7594,0.0553,0.08,0.0303,2.7505,0.0533,0.5871,0.505,0.0181,0.6971,0.7809,0.0417,-0.0282,0.0417,0.9507,0.0311
271.125,20.2104,0.7578,0.0553,0.0797,0.0302,2.7352,0.0532,0.5852,0.5033,0.0181,0.6987,0.7805,0.0418,-0.0283,0.0418,0.95,0.0295
271.1875,20.1864,0.7562,0.0553,0.0794,0.03,2.7197,0.053,0.5833,0.5016,0.0181,0.7004,0.7801,0.0418,-0.0283,0.0418,0.9493,0.0279
271.25,20.1618,0.7545,0.0554,0.0791,0.0298,2.7038,0.0529,0.5814,0.4998,0.0181,0.7021,0.7796,0.0418,-0.0283,0.0418,0.9485,0.0262
271.3125,20.1367,0.7527,0.0554,0.0787,0.0296,2.6876,0.0528,0.5794,0.498,0.0182,0.7038,0.7791,0.0418,-0.0283,0.0418,0.9477,0.0244
271.375,20.111,0.7509,0.0554,0.0784,0.0294,2.671,0.0527,0.5774,0.4961,0.0182,0.7057,0.7786,0.0418,-0.0284,0.0418,0.9468,0.0226
271.4375,20.0848,0.749,0.0554,0.0781,0.0292,2.6542,0.0526,0.5753,0.4942,0.0182,0.7075,0.7781,0.0419,-0.0284,0.0419,0.946,0.0208
271.5,20.058,0.7471,0.0554,0.0777,0.0291,2.637,0.0524,0.5732,0.4922,0.0182,0.7094,0.7776,0.0419,-0.0284,0.0419,0.945,0.0188
271.5625,20.0318,0.7452,0.0554,0.0774,0.0289,2.6203,0.0523,0.5711,0.4903,0.0182,0.7114,0.7771,0.0418,-0.0283,0.0418,0.9441,0.0169
271.625,20.0061,0.7433,0.0553,0.077,0.0287,2.6039,0.0522,0.5691,0.4884,0.0182,0.7133,0.7766,0.0418,-0.0283,0.0418,0.9432,0.015
271.6875,19.981,0.7414,0.0552,0.0767,0.0285,2.5879,0.0521,0.5671,0.4866,0.0183,0.7152,0.7761,0.0417,-0.0282,0.0417,0.9422,0.0131
271.75,19.9565,0.7394,0.0551,0.0764,0.0283,2.5724,0.0519,0.5651,0.4848,0.0183,0.7171,0.7756,0.0415,-0.028,0.0415,0.9413,0.0112
271.8125,19.9325,0.7375,0.0549,0.0761,0.0282,2.5572,0.0518,0.5632,0.4831,0.0183,0.719,0.7751,0.0414,-0.0279,0.0414,0.9404,0.0092
271.875,19.909,0.7356,0.0547,0.0758,0.028,2.5424,0.0517,0.5614,0.4814,0.0183,0.721,0.7746,0.0412,-0.0277,0.0412,0.9394,0.0073
271.9375,19.8862,0.7337,0.0545,0.0755,0.0278,2.528,0.0516,0.5595,0.4797,0.0183,0.7229,0.7742,0.0409,-0.0274,0.0409,0.9385,0.0054
272,19.8638,0.7318,0.0542,0.0752,0.0277,2.514,0.0515,0.5578,0.4781,0.0183,0.7248,0.7737,0.0407,-0.0272,0.0407,0.9376,0.0035
272.0625,19.8421,0.7298,0.0539,0.0749,0.0275,2.5004,0.0514,0.556,0.4765,0.0183,0.7267,0.7732,0.0404,-0.0269,0.0404,0.9367,0.0016
272.125,19.8209,0.7279,0.0536,0.0746,0.0274,2.4871,0.0513,0.5543,0.4749,0.0183,0.7286,0.7728,0.0401,-0.0266,0.0401,0.9357,-4e-04
272.1875,19.8002,0.726,0.0532,0.0743,0.0272,2.4743,0.0512,0.5527,0.4734,0.0183,0.7306,0.7723,0.0397,-0.0262,0.0397,0.9348,-0.0023
272.25,19.7801,0.7241,0.0529,0.0741,0.0271,2.4618,0.0511,0.5511,0.472,0.0184,0.7325,0.7719,0.0393,-0.0258,0.0393,0.9339,-0.0042
272.3125,19.7606,0.7222,0.0524,0.0738,0.0269,2.4497,0.051,0.5495,0.4705,0.0184,0.7344,0.7715,0.0389,-0.0254,0.0389,0.933,-0.0061
272.375,19.7416,0.7202,0.052,0.0736,0.0268,2.4379,0.0509,0.548,0.4692,0.0184,0.7363,0.7711,0.0384,-0.0249,0.0384,0.9321,-0.008
272.4375,19.7232,0.7183,0.0515,0.0733,0.0267,2.4265,0.0509,0.5466,0.4678,0.0184,0.7382,0.7707,0.038,-0.0245,0.038,0.9312,-0.01
272.5,19.7054,0.7164,0.051,0.0731,0.0266,2.4155,0.0508,0.5451,0.4665,0.0184,0.7402,0.7703,0.0374,-0.0239,0.0374,0.9304,-0.0119
